id,label,text,url,email,phone,source,intent_type,malicious,threat_level,linked_to,rewritten_text
x00020,ham,See you at the meeting tomorrow.,,user20@example.com,-2374,social,promotion,no,none,no,
x00021,ham,See you at the meeting tomorrow.,,no,no,retail,data theft,no,none,no,
x00022,smishing,You've won a $1000 gift card! Claim here: prize-now.com,,no,no,social,notification,yes,low,adware,Y0u'v3 w0n @ $1000 g1ft c@rd! Cl@1m h3r3: pr1z3-n0w.c0m
x00023,ham,See you at the meeting tomorrow.,,user23@example.com,no,retail,promotion,no,none,no,
x00024,smishing,You've won a $1000 gift card! Claim here: prize-now.com,,user24@example.com,-2378,social,data theft,yes,medium,malware,Y0u'v3 w0n @ $1000 g1ft c@rd! Cl@1m h3r3: pr1z3-n0w.c0m
x00025,ham,See you at the meeting tomorrow.,,user25@example.com,no,subscription,notification,no,none,no,
x00026,ham,See you at the meeting tomorrow.,,no,-2380,retail,support,no,none,no,
x00027,ham,See you at the meeting tomorrow.,,user27@example.com,no,bank,support,no,none,no,
x00028,ham,See you at the meeting tomorrow.,,user28@example.com,no,subscription,data theft,no,none,no,
x00029,ham,See you at the meeting tomorrow.,,no,no,subscription,data theft,no,none,no,
x00030,ham,See you at the meeting tomorrow.,,no,no,bank,notification,no,none,no,
x00031,ham,See you at the meeting tomorrow.,,user31@example.com,-2385,retail,support,no,none,no,
x00032,ham,See you at the meeting tomorrow.,,user32@example.com,-2386,retail,data theft,no,none,no,
x00033,smishing,You've won a $1000 gift card! Claim here: prize-now.com,prize-now.com,no,-2387,retail,promotion,yes,high,malware,Y0u'v3 w0n @ $1000 g1ft c@rd! Cl@1m h3r3: pr1z3-n0w.c0m
x00034,smishing,You've won a $1000 gift card! Claim here: prize-now.com,prize-now.com,no,no,subscription,data theft,yes,high,phishing,Y0u'v3 w0n @ $1000 g1ft c@rd! Cl@1m h3r3: pr1z3-n0w.c0m
x00035,smishing,You've won a $1000 gift card! Claim here: prize-now.com,prize-now.com,user35@example.com,-2389,bank,data theft,yes,none,no,Y0u'v3 w0n @ $1000 g1ft c@rd! Cl@1m h3r3: pr1z3-n0w.c0m
x00036,smishing,You've won a $1000 gift card! Claim here: prize-now.com,,no,no,bank,support,yes,medium,malware,Y0u'v3 w0n @ $1000 g1ft c@rd! Cl@1m h3r3: pr1z3-n0w.c0m
x00037,ham,See you at the meeting tomorrow.,,no,no,social,notification,no,none,no,
x00038,smishing,You've won a $1000 gift card! Claim here: prize-now.com,prize-now.com,user38@example.com,no,bank,notification,yes,medium,phishing,Y0u'v3 w0n @ $1000 g1ft c@rd! Cl@1m h3r3: pr1z3-n0w.c0m
x00039,ham,See you at the meeting tomorrow.,,no,-2393,social,notification,no,none,no,
x00040,ham,See you at the meeting tomorrow.,,no,-2394,social,notification,no,none,no,
x00041,smishing,You've won a $1000 gift card! Claim here: prize-now.com,,no,no,bank,notification,yes,medium,phishing,Y0u'v3 w0n @ $1000 g1ft c@rd! Cl@1m h3r3: pr1z3-n0w.c0m
x00042,smishing,You've won a $1000 gift card! Claim here: prize-now.com,prize-now.com,no,-2396,social,support,yes,low,phishing,Y0u'v3 w0n @ $1000 g1ft c@rd! Cl@1m h3r3: pr1z3-n0w.c0m
x00043,ham,See you at the meeting tomorrow.,,user43@example.com,no,social,notification,no,none,no,
x00045,ham,See you at the meeting tomorrow.,,user45@example.com,-2399,subscription,support,no,none,no,
x00046,smishing,You've won a $1000 gift card! Claim here: prize-now.com,,no,no,subscription,notification,yes,none,no,Y0u'v3 w0n @ $1000 g1ft c@rd! Cl@1m h3r3: pr1z3-n0w.c0m
x00047,smishing,You've won a $1000 gift card! Claim here: prize-now.com,,user47@example.com,no,bank,promotion,yes,none,no,Y0u'v3 w0n @ $1000 g1ft c@rd! Cl@1m h3r3: pr1z3-n0w.c0m
x00048,smishing,You've won a $1000 gift card! Claim here: prize-now.com,,no,-2402,social,promotion,yes,none,no,Y0u'v3 w0n @ $1000 g1ft c@rd! Cl@1m h3r3: pr1z3-n0w.c0m
x00049,smishing,You've won a $1000 gift card! Claim here: prize-now.com,prize-now.com,user49@example.com,no,retail,promotion,yes,high,adware,Y0u'v3 w0n @ $1000 g1ft c@rd! Cl@1m h3r3: pr1z3-n0w.c0m
x00100,ham,See you at the meeting tomorrow.,,user100@example.com,-2454,bank,promotion,no,none,no,
x00101,smishing,You've won a $1000 gift card! Claim here: prize-now.com,prize-now.com,user101@example.com,-2455,bank,data theft,yes,medium,malware,Y0u'v3 w0n @ $1000 g1ft c@rd! Cl@1m h3r3: pr1z3-n0w.c0m
x00102,smishing,You've won a $1000 gift card! Claim here: prize-now.com,prize-now.com,no,-2456,bank,notification,yes,high,phishing,Y0u'v3 w0n @ $1000 g1ft c@rd! Cl@1m h3r3: pr1z3-n0w.c0m
x00103,smishing,You've won a $1000 gift card! Claim here: prize-now.com,prize-now.com,user103@example.com,no,retail,data theft,yes,none,no,Y0u'v3 w0n @ $1000 g1ft c@rd! Cl@1m h3r3: pr1z3-n0w.c0m
x00104,ham,See you at the meeting tomorrow.,,user104@example.com,-2458,subscription,promotion,no,none,no,
x00105,smishing,You've won a $1000 gift card! Claim here: prize-now.com,prize-now.com,user105@example.com,no,social,promotion,yes,high,malware,Y0u'v3 w0n @ $1000 g1ft c@rd! Cl@1m h3r3: pr1z3-n0w.c0m
x00106,smishing,You've won a $1000 gift card! Claim here: prize-now.com,,user106@example.com,no,retail,data theft,yes,low,malware,Y0u'v3 w0n @ $1000 g1ft c@rd! Cl@1m h3r3: pr1z3-n0w.c0m
x00107,ham,See you at the meeting tomorrow.,,no,no,subscription,notification,no,none,no,
x00108,smishing,You've won a $1000 gift card! Claim here: prize-now.com,,user108@example.com,-2462,bank,data theft,yes,high,adware,Y0u'v3 w0n @ $1000 g1ft c@rd! Cl@1m h3r3: pr1z3-n0w.c0m
x00109,smishing,You've won a $1000 gift card! Claim here: prize-now.com,,no,-2463,bank,support,yes,medium,adware,Y0u'v3 w0n @ $1000 g1ft c@rd! Cl@1m h3r3: pr1z3-n0w.c0m
x00110,ham,See you at the meeting tomorrow.,,user110@example.com,-2464,retail,support,no,none,no,
x00111,smishing,You've won a $1000 gift card! Claim here: prize-now.com,prize-now.com,no,-2465,bank,data theft,yes,low,phishing,Y0u'v3 w0n @ $1000 g1ft c@rd! Cl@1m h3r3: pr1z3-n0w.c0m
x00113,smishing,You've won a $1000 gift card! Claim here: prize-now.com,,user113@example.com,-2467,bank,data theft,yes,none,no,Y0u'v3 w0n @ $1000 g1ft c@rd! Cl@1m h3r3: pr1z3-n0w.c0m
x00114,ham,See you at the meeting tomorrow.,,user114@example.com,no,retail,data theft,no,none,no,
x00115,ham,See you at the meeting tomorrow.,,user115@example.com,-2469,retail,support,no,none,no,
x00116,smishing,You've won a $1000 gift card! Claim here: prize-now.com,prize-now.com,no,-2470,social,promotion,yes,none,no,Y0u'v3 w0n @ $1000 g1ft c@rd! Cl@1m h3r3: pr1z3-n0w.c0m
x00117,smishing,You've won a $1000 gift card! Claim here: prize-now.com,,user117@example.com,no,subscription,data theft,yes,low,phishing,Y0u'v3 w0n @ $1000 g1ft c@rd! Cl@1m h3r3: pr1z3-n0w.c0m
x00118,smishing,You've won a $1000 gift card! Claim here: prize-now.com,prize-now.com,no,no,social,data theft,yes,medium,phishing,Y0u'v3 w0n @ $1000 g1ft c@rd! Cl@1m h3r3: pr1z3-n0w.c0m
x00119,smishing,You've won a $1000 gift card! Claim here: prize-now.com,,no,-2473,subscription,data theft,yes,low,phishing,Y0u'v3 w0n @ $1000 g1ft c@rd! Cl@1m h3r3: pr1z3-n0w.c0m
x00120,smishing,You've won a $1000 gift card! Claim here: prize-now.com,,no,no,retail,data theft,yes,high,phishing,Y0u'v3 w0n @ $1000 g1ft c@rd! Cl@1m h3r3: pr1z3-n0w.c0m
x00121,ham,See you at the meeting tomorrow.,,user121@example.com,no,subscription,notification,no,none,no,
x00124,ham,See you at the meeting tomorrow.,,no,-2478,bank,data theft,no,none,no,
x00125,ham,See you at the meeting tomorrow.,,no,-2479,social,support,no,none,no,
x00126,smishing,You've won a $1000 gift card! Claim here: prize-now.com,prize-now.com,user126@example.com,-2480,retail,promotion,yes,high,malware,Y0u'v3 w0n @ $1000 g1ft c@rd! Cl@1m h3r3: pr1z3-n0w.c0m
x00127,ham,See you at the meeting tomorrow.,,user127@example.com,-2481,retail,notification,no,none,no,
x00128,smishing,You've won a $1000 gift card! Claim here: prize-now.com,prize-now.com,no,-2482,subscription,promotion,yes,high,adware,Y0u'v3 w0n @ $1000 g1ft c@rd! Cl@1m h3r3: pr1z3-n0w.c0m
x00129,ham,See you at the meeting tomorrow.,,no,-2483,social,notification,no,none,no,
x00130,smishing,You've won a $1000 gift card! Claim here: prize-now.com,prize-now.com,no,-2484,subscription,data theft,yes,high,adware,Y0u'v3 w0n @ $1000 g1ft c@rd! Cl@1m h3r3: pr1z3-n0w.c0m
x00131,smishing,You've won a $1000 gift card! Claim here: prize-now.com,prize-now.com,user131@example.com,no,social,support,yes,high,malware,Y0u'v3 w0n @ $1000 g1ft c@rd! Cl@1m h3r3: pr1z3-n0w.c0m
x00132,ham,See you at the meeting tomorrow.,,user132@example.com,no,bank,support,no,none,no,
x00133,smishing,You've won a $1000 gift card! Claim here: prize-now.com,prize-now.com,no,-2487,social,promotion,yes,low,malware,Y0u'v3 w0n @ $1000 g1ft c@rd! Cl@1m h3r3: pr1z3-n0w.c0m
x00134,smishing,You've won a $1000 gift card! Claim here: prize-now.com,,user134@example.com,-2488,subscription,support,yes,none,no,Y0u'v3 w0n @ $1000 g1ft c@rd! Cl@1m h3r3: pr1z3-n0w.c0m
x00135,smishing,You've won a $1000 gift card! Claim here: prize-now.com,,user135@example.com,no,retail,support,yes,low,phishing,Y0u'v3 w0n @ $1000 g1ft c@rd! Cl@1m h3r3: pr1z3-n0w.c0m
x00136,smishing,You've won a $1000 gift card! Claim here: prize-now.com,prize-now.com,no,no,subscription,data theft,yes,low,phishing,Y0u'v3 w0n @ $1000 g1ft c@rd! Cl@1m h3r3: pr1z3-n0w.c0m
x00137,smishing,You've won a $1000 gift card! Claim here: prize-now.com,,no,-2491,social,notification,yes,medium,adware,Y0u'v3 w0n @ $1000 g1ft c@rd! Cl@1m h3r3: pr1z3-n0w.c0m
x00138,smishing,You've won a $1000 gift card! Claim here: prize-now.com,prize-now.com,user138@example.com,no,subscription,notification,yes,low,malware,Y0u'v3 w0n @ $1000 g1ft c@rd! Cl@1m h3r3: pr1z3-n0w.c0m
x00139,ham,See you at the meeting tomorrow.,,user139@example.com,-2493,subscription,notification,no,none,no,
x00140,smishing,You've won a $1000 gift card! Claim here: prize-now.com,prize-now.com,user140@example.com,-2494,subscription,support,yes,medium,adware,Y0u'v3 w0n @ $1000 g1ft c@rd! Cl@1m h3r3: pr1z3-n0w.c0m
x00141,smishing,You've won a $1000 gift card! Claim here: prize-now.com,,user141@example.com,-2495,subscription,notification,yes,none,no,Y0u'v3 w0n @ $1000 g1ft c@rd! Cl@1m h3r3: pr1z3-n0w.c0m
x00142,smishing,You've won a $1000 gift card! Claim here: prize-now.com,prize-now.com,no,no,subscription,data theft,yes,none,no,Y0u'v3 w0n @ $1000 g1ft c@rd! Cl@1m h3r3: pr1z3-n0w.c0m
x00143,smishing,You've won a $1000 gift card! Claim here: prize-now.com,prize-now.com,user143@example.com,-2497,retail,promotion,yes,low,adware,Y0u'v3 w0n @ $1000 g1ft c@rd! Cl@1m h3r3: pr1z3-n0w.c0m
x00144,smishing,You've won a $1000 gift card! Claim here: prize-now.com,prize-now.com,user144@example.com,no,subscription,notification,yes,low,malware,Y0u'v3 w0n @ $1000 g1ft c@rd! Cl@1m h3r3: pr1z3-n0w.c0m
x00145,smishing,You've won a $1000 gift card! Claim here: prize-now.com,prize-now.com,user145@example.com,no,bank,promotion,yes,low,phishing,Y0u'v3 w0n @ $1000 g1ft c@rd! Cl@1m h3r3: pr1z3-n0w.c0m
x00146,smishing,You've won a $1000 gift card! Claim here: prize-now.com,,user146@example.com,-2500,social,notification,yes,medium,malware,Y0u'v3 w0n @ $1000 g1ft c@rd! Cl@1m h3r3: pr1z3-n0w.c0m
x00147,smishing,You've won a $1000 gift card! Claim here: prize-now.com,prize-now.com,user147@example.com,no,social,support,yes,none,no,Y0u'v3 w0n @ $1000 g1ft c@rd! Cl@1m h3r3: pr1z3-n0w.c0m
x00149,smishing,You've won a $1000 gift card! Claim here: prize-now.com,prize-now.com,user149@example.com,no,retail,support,yes,high,malware,Y0u'v3 w0n @ $1000 g1ft c@rd! Cl@1m h3r3: pr1z3-n0w.c0m
x00150,ham,See you at the meeting tomorrow.,,no,-2504,subscription,support,no,none,no,S33 y0u @t th3 m33t1ng t0m0rr0w.
x00151,ham,See you at the meeting tomorrow.,,user151@example.com,-2505,subscription,data theft,no,none,no,S33 y0u @t th3 m33t1ng t0m0rr0w.
x00152,ham,See you at the meeting tomorrow.,,user152@example.com,no,subscription,promotion,no,none,no,S33 y0u @t th3 m33t1ng t0m0rr0w.
x00153,ham,See you at the meeting tomorrow.,,no,no,social,data theft,no,none,no,S33 y0u @t th3 m33t1ng t0m0rr0w.
x00154,ham,See you at the meeting tomorrow.,,user154@example.com,-2508,bank,data theft,no,none,no,S33 y0u @t th3 m33t1ng t0m0rr0w.
x00158,ham,See you at the meeting tomorrow.,,user158@example.com,no,retail,promotion,no,none,no,S33 y0u @t th3 m33t1ng t0m0rr0w.
x00160,ham,See you at the meeting tomorrow.,,user160@example.com,no,bank,support,no,none,no,S33 y0u @t th3 m33t1ng t0m0rr0w.
x00165,ham,See you at the meeting tomorrow.,,user165@example.com,no,bank,promotion,no,none,no,S33 y0u @t th3 m33t1ng t0m0rr0w.
x00166,ham,See you at the meeting tomorrow.,,user166@example.com,-2520,subscription,notification,no,none,no,S33 y0u @t th3 m33t1ng t0m0rr0w.
x00167,ham,See you at the meeting tomorrow.,,user167@example.com,no,retail,promotion,no,none,no,S33 y0u @t th3 m33t1ng t0m0rr0w.
x00168,ham,See you at the meeting tomorrow.,,user168@example.com,-2522,bank,notification,no,none,no,S33 y0u @t th3 m33t1ng t0m0rr0w.
x00170,ham,See you at the meeting tomorrow.,,user170@example.com,-2524,retail,promotion,no,none,no,S33 y0u @t th3 m33t1ng t0m0rr0w.
x00172,ham,See you at the meeting tomorrow.,,no,no,subscription,promotion,no,none,no,S33 y0u @t th3 m33t1ng t0m0rr0w.
x00174,ham,See you at the meeting tomorrow.,,no,no,retail,support,no,none,no,S33 y0u @t th3 m33t1ng t0m0rr0w.
x00177,ham,See you at the meeting tomorrow.,,no,-2531,subscription,promotion,no,none,no,S33 y0u @t th3 m33t1ng t0m0rr0w.
x00179,ham,See you at the meeting tomorrow.,,no,no,social,support,no,none,no,S33 y0u @t th3 m33t1ng t0m0rr0w.
x00182,ham,See you at the meeting tomorrow.,,user182@example.com,-2536,subscription,promotion,no,none,no,S33 y0u @t th3 m33t1ng t0m0rr0w.
x00188,ham,See you at the meeting tomorrow.,,user188@example.com,-2542,bank,notification,no,none,no,S33 y0u @t th3 m33t1ng t0m0rr0w.
x00189,ham,See you at the meeting tomorrow.,,no,no,bank,promotion,no,none,no,S33 y0u @t th3 m33t1ng t0m0rr0w.
x00191,ham,See you at the meeting tomorrow.,,no,-2545,social,notification,no,none,no,S33 y0u @t th3 m33t1ng t0m0rr0w.
x00195,ham,See you at the meeting tomorrow.,,no,-2549,social,data theft,no,none,no,S33 y0u @t th3 m33t1ng t0m0rr0w.
x00197,ham,See you at the meeting tomorrow.,,no,-2551,retail,support,no,none,no,S33 y0u @t th3 m33t1ng t0m0rr0w.
x00199,ham,See you at the meeting tomorrow.,,no,no,retail,notification,no,none,no,S33 y0u @t th3 m33t1ng t0m0rr0w.
non-smishing,"Hi, this is a reminder for your appointment at Blair-Haynes on 2012-04-23.",no,vaughnmelanie@gmail.com,no,app,notification,no,none,none,no,n0
smishing,"Collins, Williams and Ferguson requires immediate verification of your account. Visit http://yates.net/ or call 112.500.0114x83548.",http://www.dominguez-gardner.org/,rpeterson@jones.org,no,whatsapp,malware,yes,high,phishing_site,no,http://www.d0m1ngu3z-g@rdn3r.0rg/
non-smishing,"Hi, this is a reminder for your appointment at Thomas, Lynch and Smith on 1972-05-28.",http://www.garcia.com/,lwilliams@pearson.com,no,sms,notification,no,none,none,no,http://www.g@rc1@.c0m/
non-smishing,"Hi, this is a reminder for your appointment at Foster, Nguyen and Howell on 2001-10-14.",no,no,no,sms,notification,no,none,none,no,n0
smishing,Clark-Vargas requires immediate verification of your account. Visit http://www.kelly.info/ or call 847.472.0196x11432.,http://morgan.com/,no,no,whatsapp,scam,yes,critical,phishing_site,no,http://m0rg@n.c0m/
smishing,"Johnson, Smith and Welch requires immediate verification of your account. Visit http://www.brown-floyd.com/ or call +1-153-445-1771x5521.",https://hatfield.com/,no,-9023,telegram,scam,yes,critical,malware_app,no,https://h@tf13ld.c0m/
smishing,"Turner, Sanders and Scott requires immediate verification of your account. Visit http://cook.com/ or call 659-704-6618x22059.",no,ecampos@waters.net,+1-443-047-2414x776,telegram,phishing,yes,high,malware_app,no,n0
smishing,Barnes Group requires immediate verification of your account. Visit https://www.martin-bautista.com/ or call 285-811-1745x723.,https://www.garcia-bowen.com/,no,001-633-274-6111,sms,malware,yes,high,fraudulent_entity,no,https://www.g@rc1@-b0w3n.c0m/
non-smishing,"Hi, this is a reminder for your appointment at Booker, Brown and King on 1988-09-21.",no,masonchristopher@perry-johnson.net,+1-452-160-8524x4925,sms,notification,no,none,none,no,n0
non-smishing,"Hi, this is a reminder for your appointment at Griffin-Campbell on 2014-04-09.",http://herrera.com/,tgarrett@pruitt.info,no,email,notification,no,none,none,no,http://h3rr3r@.c0m/
non-smishing,"Hi, this is a reminder for your appointment at Ryan, Singh and Pierce on 1970-01-15.",no,williamsamber@yoder.net,2875535420,email,notification,no,none,none,no,n0
non-smishing,"Hi, this is a reminder for your appointment at Miller PLC on 2016-01-30.",no,no,no,email,notification,no,none,none,no,n0
smishing,Reed-Garcia requires immediate verification of your account. Visit https://mclaughlin.com/ or call 835-987-4456.,https://george-walker.com/,thomas83@hotmail.com,001-656-022-5476x216,whatsapp,scam,yes,high,fraudulent_entity,no,https://g30rg3-w@lk3r.c0m/
smishing,"Gilmore, Dunn and Cummings requires immediate verification of your account. Visit https://www.coleman-gray.net/ or call 891.753.3880x2537.",no,no,-10685,whatsapp,data theft,yes,critical,malware_app,no,n0
non-smishing,"Hi, this is a reminder for your appointment at Harris, Powell and Cohen on 2014-11-21.",https://www.harris-schmidt.info/,no,no,email,notification,no,none,none,no,https://www.h@rr1s-schm1dt.1nf0/
non-smishing,"Hi, this is a reminder for your appointment at Clark, Cruz and Wilson on 1990-06-06.",no,no,no,app,notification,no,none,none,no,n0
smishing,"Green, Watkins and Martin requires immediate verification of your account. Visit https://kramer-hoover.net/ or call 001-543-995-3175x4458.",http://lindsey.biz/,matthew01@ramirez.com,+1-191-475-3534x24920,sms,malware,yes,critical,fraudulent_entity,no,http://l1nds3y.b1z/
smishing,Scott Inc requires immediate verification of your account. Visit http://evans.com/ or call 190.443.2127x831.,https://larsen.com/,no,no,telegram,scam,yes,critical,fraudulent_entity,no,https://l@rs3n.c0m/
non-smishing,"Hi, this is a reminder for your appointment at Herrera PLC on 1987-10-07.",no,fcruz@carroll.com,351.469.2690x9293,sms,notification,no,none,none,no,n0
non-smishing,"Hi, this is a reminder for your appointment at Kelley, Munoz and Oconnor on 1970-12-09.",no,ijohnson@hotmail.com,no,app,notification,no,none,none,no,n0
non-smishing,"Hi, this is a reminder for your appointment at Weiss-Ellis on 2021-02-05.",no,maxwell50@gmail.com,(125)002-6652x7881,sms,notification,no,none,none,no,n0
smishing,"Tate, Hawkins and Gregory requires immediate verification of your account. Visit https://richards-christian.com/ or call 224.785.7524x2702.",no,davidwilliams@hotmail.com,no,telegram,phishing,yes,high,fraudulent_entity,no,n0
non-smishing,"Hi, this is a reminder for your appointment at Yoder, Terry and Vance on 1978-10-07.",no,no,+1-534-483-2483x6675,email,notification,no,none,none,no,n0
smishing,Gaines Group requires immediate verification of your account. Visit https://duffy.biz/ or call +1-643-651-1050x6259.,https://johnson.net/,obrooks@stephens.com,(005)866-7790x768,whatsapp,scam,yes,critical,phishing_site,no,https://j0hns0n.n3t/
smishing,"Velasquez, Stone and Griffin requires immediate verification of your account. Visit http://www.solis-briggs.net/ or call 001-742-100-4279x06679.",http://carter.com/,no,(366)491-3638x403,telegram,phishing,yes,critical,fraudulent_entity,no,http://c@rt3r.c0m/
non-smishing,"Hi, this is a reminder for your appointment at Green-Thompson on 2003-10-18.",no,no,no,sms,notification,no,none,none,no,n0
smishing,Miller-Delacruz requires immediate verification of your account. Visit http://www.jacobs.org/ or call 051.966.6795x2558.,http://webb.com/,keithmarissa@rodriguez-miller.net,(696)018-8829x753,telegram,phishing,yes,critical,fraudulent_entity,no,http://w3bb.c0m/
non-smishing,"Hi, this is a reminder for your appointment at Gonzalez Ltd on 1999-02-07.",no,no,no,email,notification,no,none,none,no,n0
non-smishing,"Hi, this is a reminder for your appointment at Wright-Romero on 1987-07-03.",no,no,no,app,notification,no,none,none,no,n0
non-smishing,"Hi, this is a reminder for your appointment at Moore LLC on 2024-04-22.",http://brown.com/,no,+1-169-487-9430x518,sms,notification,no,none,none,no,http://br0wn.c0m/
smishing,"Francis, Thomas and Ramirez requires immediate verification of your account. Visit http://www.owens.com/ or call (321)682-5977x32663.",no,michael44@williams-camacho.com,6084412471,telegram,phishing,yes,critical,phishing_site,no,n0
non-smishing,"Hi, this is a reminder for your appointment at Larson, Smith and Zamora on 1996-12-08.",no,no,321.458.3629,email,notification,no,none,none,no,n0
smishing,Reese-Evans requires immediate verification of your account. Visit http://santiago.com/ or call 029.781.0897x924.,http://massey.info/,erintodd@franklin.com,001-015-721-2772x5591,whatsapp,scam,yes,high,malware_app,no,http://m@ss3y.1nf0/
smishing,Williams-Braun requires immediate verification of your account. Visit http://www.jimenez-greer.org/ or call 932.176.3629x36472.,https://www.price.com/,no,504-027-9248x2481,telegram,phishing,yes,critical,phishing_site,no,https://www.pr1c3.c0m/
smishing,Ramsey-Riley requires immediate verification of your account. Visit http://www.cook.net/ or call 3304674657.,no,courtney02@yahoo.com,no,telegram,malware,yes,high,phishing_site,no,n0
smishing,Chavez PLC requires immediate verification of your account. Visit http://www.patterson.biz/ or call +1-903-714-4974x894.,no,diane43@gmail.com,097.298.6162x03735,telegram,malware,yes,critical,phishing_site,no,n0
smishing,Fletcher-Rios requires immediate verification of your account. Visit https://www.edwards.com/ or call 001-302-442-6554x34832.,http://ward.com/,amiller@yahoo.com,no,telegram,phishing,yes,critical,malware_app,no,http://w@rd.c0m/
non-smishing,"Hi, this is a reminder for your appointment at Anderson, Smith and Smith on 2013-10-28.",no,ggonzalez@gmail.com,912-360-6353x34323,app,notification,no,none,none,no,n0
non-smishing,"Hi, this is a reminder for your appointment at Horne Ltd on 2006-01-19.",http://www.kelly.org/,dpadilla@hull.biz,+1-907-263-0487x391,sms,notification,no,none,none,no,http://www.k3lly.0rg/
non-smishing,"Hi, this is a reminder for your appointment at Smith and Sons on 2023-01-09.",no,no,(997)393-6261,sms,notification,no,none,none,no,n0
non-smishing,"Hi, this is a reminder for your appointment at Harris-Elliott on 1985-06-06.",no,no,no,app,notification,no,none,none,no,n0
non-smishing,"Hi, this is a reminder for your appointment at Huynh Group on 2000-02-02.",no,no,no,email,notification,no,none,none,no,n0
smishing,Hamilton-Gomez requires immediate verification of your account. Visit https://joseph-wallace.com/ or call 283.069.4502x0296.,http://www.bradford.org/,no,707-747-1478x58419,whatsapp,phishing,yes,critical,malware_app,no,http://www.br@df0rd.0rg/
smishing,Kidd-Rivera requires immediate verification of your account. Visit http://watkins-melendez.com/ or call 968.432.0276x5119.,http://www.johnson-smith.com/,bowmankimberly@hotmail.com,(223)263-2171,telegram,malware,yes,critical,fraudulent_entity,no,http://www.j0hns0n-sm1th.c0m/
smishing,"Bates, Davis and Hall requires immediate verification of your account. Visit http://www.sexton.com/ or call 001-797-183-2876x037.",no,roblesshawn@barrett-scott.info,+1-182-896-1529x3973,sms,phishing,yes,critical,phishing_site,no,n0
non-smishing,"Hi, this is a reminder for your appointment at Butler Ltd on 2009-05-04.",no,robertwiley@jennings.net,no,app,notification,no,none,none,no,n0
smishing,Brown-Rose requires immediate verification of your account. Visit https://www.burgess-smith.com/ or call 779.828.2661.,http://hawkins-fox.com/,fquinn@simmons-hutchinson.com,(673)494-7850x08699,sms,phishing,yes,critical,phishing_site,no,http://h@wk1ns-f0x.c0m/
non-smishing,"Hi, this is a reminder for your appointment at Richard, Bailey and Bell on 2015-07-23.",https://ballard.net/,karennewton@gmail.com,no,sms,notification,no,none,none,no,https://b@ll@rd.n3t/
non-smishing,"Hi, this is a reminder for your appointment at Jones, Bryant and Garner on 1986-11-26.",no,no,no,sms,notification,no,none,none,no,n0
smishing,Smith LLC requires immediate verification of your account. Visit http://williams-ball.net/ or call (235)125-7903.,no,no,no,whatsapp,scam,yes,critical,phishing_site,no,n0
smishing,Herring-Watson requires immediate verification of your account. Visit https://hoover.com/ or call +1-673-903-7711x2397.,no,no,642-778-4417x2982,sms,data theft,yes,critical,phishing_site,no,n0
smishing,Bates and Sons requires immediate verification of your account. Visit http://www.ellis-carter.info/ or call 001-329-058-0748x4112.,no,christopherkeith@yahoo.com,no,telegram,data theft,yes,critical,phishing_site,no,n0
smishing,Lewis and Sons requires immediate verification of your account. Visit https://www.hayes.com/ or call 6744390849.,http://www.diaz.org/,hunttimothy@marshall.com,no,whatsapp,data theft,yes,critical,malware_app,no,http://www.d1@z.0rg/
non-smishing,"Hi, this is a reminder for your appointment at Mcgrath, Nguyen and Mata on 2013-05-18.",no,no,741.204.0592x68045,email,notification,no,none,none,no,n0
smishing,Maldonado Ltd requires immediate verification of your account. Visit https://www.williams.biz/ or call 8641792553.,no,no,no,telegram,malware,yes,high,malware_app,no,n0
non-smishing,"Hi, this is a reminder for your appointment at Rowland PLC on 2009-06-17.",no,leeheather@perez-vincent.org,4291339441,email,notification,no,none,none,no,n0
non-smishing,"Hi, this is a reminder for your appointment at Cardenas-Jones on 1993-11-12.",no,cassandra83@roberts.net,no,sms,notification,no,none,none,no,n0
non-smishing,"Hi, this is a reminder for your appointment at Tucker Group on 2016-01-17.",no,no,no,sms,notification,no,none,none,no,n0
non-smishing,"Hi, this is a reminder for your appointment at Hamilton Group on 2007-07-28.",no,rogerskayla@hotmail.com,no,app,notification,no,none,none,no,n0
non-smishing,"Hi, this is a reminder for your appointment at Jones Ltd on 1996-09-22.",https://brown-lara.com/,no,no,app,notification,no,none,none,no,https://br0wn-l@r@.c0m/
smishing,Jones Group requires immediate verification of your account. Visit http://www.martinez.com/ or call 001-513-391-6899x352.,http://santos.com/,ohebert@hotmail.com,+1-213-675-7562x919,whatsapp,phishing,yes,critical,fraudulent_entity,no,http://s@nt0s.c0m/
non-smishing,"Hi, this is a reminder for your appointment at Osborn, Nguyen and Ryan on 2010-03-29.",no,no,no,email,notification,no,none,none,no,n0
smishing,"Morgan, King and Hall requires immediate verification of your account. Visit https://www.garcia.org/ or call (332)504-0742.",http://grant.com/,porterkeith@allison.com,1119748596,whatsapp,malware,yes,high,malware_app,no,http://gr@nt.c0m/
non-smishing,"Hi, this is a reminder for your appointment at Alvarez-Robertson on 2022-07-04.",no,matthew48@richards.com,no,app,notification,no,none,none,no,n0
non-smishing,"Hi, this is a reminder for your appointment at Conrad-Gardner on 1984-06-06.",no,no,no,app,notification,no,none,none,no,n0
